"FACTSET_PERSON_ID"|"PEOPLE_NAME_TYPE"|"PEOPLE_NAME_VALUE"
"004557-E"|"PRESENTATION_NAME"|"Jim Consagra"
"0045XG-E"|"PRESENTATION_NAME"|"Steve Gorman"
"004615-E"|"PRESENTATION_NAME"|"Jerry Jacobs"
"00465L-E"|"PRESENTATION_NAME"|"Jack Jenkins-Stark"
"00468M-E"|"PRESENTATION_NAME"|"William Kohli"
"0046DT-E"|"PRESENTATION_NAME"|"Ken Bate"
"0046J5-E"|"PRESENTATION_NAME"|"Jim Hecker"
"0046XJ-E"|"PRESENTATION_NAME"|"Tom Glanville"
"0047K0-E"|"PRESENTATION_NAME"|"Jes Staley"
"0047L9-E"|"PRESENTATION_NAME"|"Joe Sullivan"
"0047XQ-E"|"PRESENTATION_NAME"|"Fritz Henderson"
"004808-E"|"PRESENTATION_NAME"|"Jeff Gardner"
"00482S-E"|"PRESENTATION_NAME"|"Jim Frankola"
"0048CF-E"|"PRESENTATION_NAME"|"Jeff Dodge"
"0048R0-E"|"PRESENTATION_NAME"|"Rich Corrado"
"0048RS-E"|"PRESENTATION_NAME"|"Joe Hete"
"0048SQ-E"|"PRESENTATION_NAME"|"Mike Miller"
"0048ZR-E"|"PRESENTATION_NAME"|"Bob Belts"
"0049LC-E"|"PRESENTATION_NAME"|"Bill Winters"
"004B55-E"|"PRESENTATION_NAME"|"Bill Comer"
"004BGY-E"|"PRESENTATION_NAME"|"Ray Dolan"
"004D19-E"|"PRESENTATION_NAME"|"Joe Portera"
"004DX3-E"|"PRESENTATION_NAME"|"Greg Nordal"
"004FZP-E"|"PRESENTATION_NAME"|"Terry Theologides"
"004G9Z-E"|"PRESENTATION_NAME"|"Tony Park"
"004GZ5-E"|"PRESENTATION_NAME"|"Clay Killinger"
"004GZP-E"|"PRESENTATION_NAME"|"Josh Pace"
"004HZW-E"|"PRESENTATION_NAME"|"Jerry Earnest"
"004JV1-E"|"PRESENTATION_NAME"|"Rob Small"
"004K3X-E"|"PRESENTATION_NAME"|"Steve Steinour"
"004K59-E"|"PRESENTATION_NAME"|"Jon Root"
"004K6V-E"|"PRESENTATION_NAME"|"David Luce"
"004KFF-E"|"PRESENTATION_NAME"|"Jim Corfman"
"004KHR-E"|"PRESENTATION_NAME"|"Bob Doll"
"004KKG-E"|"PRESENTATION_NAME"|"Terry Daniels"
"004KLD-E"|"PRESENTATION_NAME"|"Buddy Piszel"
"004L10-E"|"PRESENTATION_NAME"|"Steve Martinez"
"004L2R-E"|"PRESENTATION_NAME"|"Andy Mills"
"004LRJ-E"|"PRESENTATION_NAME"|"Bob Carey"
"004M13-E"|"PRESENTATION_NAME"|"Tom Bliska"
"004MK0-E"|"PRESENTATION_NAME"|"Phil Boon"
"004MTQ-E"|"PRESENTATION_NAME"|"Tony Norris"
"004MY5-E"|"PRESENTATION_NAME"|"Bill Davis"
"004N1Y-E"|"PRESENTATION_NAME"|"Ed Snape"
"004NDX-E"|"PRESENTATION_NAME"|"Steve Miller"
"004NPQ-E"|"PRESENTATION_NAME"|"Mike Elliott"
"004NWB-E"|"PRESENTATION_NAME"|"Steve Robson"
"004NZH-E"|"PRESENTATION_NAME"|"Jack Hollihan"
"004P21-E"|"PRESENTATION_NAME"|"Jim Brannen"
"004P2S-E"|"PRESENTATION_NAME"|"Ron Kiddoo"
"004P5W-E"|"PRESENTATION_NAME"|"Mich Mathews-Spradlin"
"004PC9-E"|"PRESENTATION_NAME"|"Bud Laber"
"004PPV-E"|"PRESENTATION_NAME"|"Jim Chadwick"
"004PZ2-E"|"PRESENTATION_NAME"|"Srini Akkaraju"
"004Q35-E"|"PRESENTATION_NAME"|"Sue Desmond-Hellmann"
"004QDJ-E"|"PRESENTATION_NAME"|"Mike Mohan"
"004QK5-E"|"PRESENTATION_NAME"|"Tom Rohrs"
"004QQM-E"|"PRESENTATION_NAME"|"Don Blair"
"004QSH-E"|"PRESENTATION_NAME"|"Bob Howard-Anderson"
"004R09-E"|"PRESENTATION_NAME"|"Ken Denman"
"004RD8-E"|"PRESENTATION_NAME"|"Jeff Cohen"
"004RJ4-E"|"PRESENTATION_NAME"|"Jim O'Shaughnessy"
"004RJ5-E"|"PRESENTATION_NAME"|"Tom O'Reilly"
"004S4R-E"|"PRESENTATION_NAME"|"Joe Reeder"
"004TFT-E"|"PRESENTATION_NAME"|"Phil Wilmington"
"004TJM-E"|"PRESENTATION_NAME"|"Joe Eckroth"
"004TKR-E"|"PRESENTATION_NAME"|"Tom Gross"
"004TN9-E"|"PRESENTATION_NAME"|"Steve Mankoff"
"004V92-E"|"PRESENTATION_NAME"|"Matt Hobart"
"004VNY-E"|"PRESENTATION_NAME"|"Ed Garden"
"004VQR-E"|"PRESENTATION_NAME"|"Ody Maningat"
"004VS4-E"|"PRESENTATION_NAME"|"Bill Delahunty"
"004W28-E"|"PRESENTATION_NAME"|"Chris Doherty"
"004W6D-E"|"PRESENTATION_NAME"|"Bill Pfund"
"004W9K-E"|"PRESENTATION_NAME"|"Andy Corbin"
"004WCV-E"|"PRESENTATION_NAME"|"Eric Chadwick"
"004WP5-E"|"PRESENTATION_NAME"|"Keith Cargill"
"004WPP-E"|"PRESENTATION_NAME"|"Tim Erwin"
"004WV3-E"|"PRESENTATION_NAME"|"Monty Bennett"
"004WX0-E"|"PRESENTATION_NAME"|"Bob McCann"
"004WXN-E"|"PRESENTATION_NAME"|"Dan Rosensweig"
"004X01-E"|"PRESENTATION_NAME"|"Ed Borkowski"
"004X60-E"|"PRESENTATION_NAME"|"Dan Hicklin"
"004XF9-E"|"PRESENTATION_NAME"|"Ron Beegle"
"004XKC-E"|"PRESENTATION_NAME"|"Brad Wolfram"
"004XLL-E"|"PRESENTATION_NAME"|"Tom Aitchison"
"004XQG-E"|"PRESENTATION_NAME"|"Jon Shantz"
"004XXF-E"|"PRESENTATION_NAME"|"Keith Long"
"004Y3M-E"|"PRESENTATION_NAME"|"Steve Walker"
"004Y4S-E"|"PRESENTATION_NAME"|"Jim O'Connor"
"004YFD-E"|"PRESENTATION_NAME"|"Ray Stafford"
"004YSF-E"|"PRESENTATION_NAME"|"Greg Beecher"
"004YYJ-E"|"PRESENTATION_NAME"|"Gerri Henwood"
"004Z8N-E"|"PRESENTATION_NAME"|"Lee Root"
"004Z95-E"|"PRESENTATION_NAME"|"Nani Beccalli-Falco"
"004ZF2-E"|"PRESENTATION_NAME"|"Tom Linebarger"
"004ZFZ-E"|"PRESENTATION_NAME"|"Brian Concannon Concannon"
"004ZGK-E"|"PRESENTATION_NAME"|"Mike Herman"
"004ZL7-E"|"PRESENTATION_NAME"|"Chris Kenny"
"004ZN7-E"|"PRESENTATION_NAME"|"Nick Augustinos"
"004ZNK-E"|"PRESENTATION_NAME"|"Mike Casey"
"004ZQW-E"|"PRESENTATION_NAME"|"Troy Shaver"
"004ZTS-E"|"PRESENTATION_NAME"|"Kathy Walker"
"005018-E"|"PRESENTATION_NAME"|"Gibson Cooper"
"00508D-E"|"PRESENTATION_NAME"|"Mike Harmon"
"0050GB-E"|"PRESENTATION_NAME"|"Bob Jesenik"
"0050P1-E"|"PRESENTATION_NAME"|"Tom Luster"
"0050X0-E"|"PRESENTATION_NAME"|"Chris Klein"
"00511C-E"|"PRESENTATION_NAME"|"Jack Casey"
"0051LZ-E"|"PRESENTATION_NAME"|"Bob Todhunter"
"0051QT-E"|"PRESENTATION_NAME"|"Chris Lindop"
"0051WP-E"|"PRESENTATION_NAME"|"Rob Pietroburgo"
"005234-E"|"PRESENTATION_NAME"|"Geoff Woolley"
"005262-E"|"PRESENTATION_NAME"|"Ron Logan"
"005326-E"|"PRESENTATION_NAME"|"Steve Phillips"
"0053BH-E"|"PRESENTATION_NAME"|"Betsy Camp"
"0053G3-E"|"PRESENTATION_NAME"|"Leon Frenkel"
"00546Z-E"|"PRESENTATION_NAME"|"Judy Lau"
"0055FT-E"|"PRESENTATION_NAME"|"Tony Ignaczak"
"0055JS-E"|"PRESENTATION_NAME"|"Tim Tyson"
"005608-E"|"PRESENTATION_NAME"|"Mike Britt"
"00560Q-E"|"PRESENTATION_NAME"|"Dave Firstenberg"
"00562B-E"|"PRESENTATION_NAME"|"Bob Young"
"00562J-E"|"PRESENTATION_NAME"|"Jeff Davis"
"00562X-E"|"PRESENTATION_NAME"|"Jack Olsen"
"0056C6-E"|"PRESENTATION_NAME"|"Stan Biggs"
"0056HX-E"|"PRESENTATION_NAME"|"Cathy Hessner"
"0056PG-E"|"PRESENTATION_NAME"|"Steve Krupa"
"0056TD-E"|"PRESENTATION_NAME"|"Steve Bradshaw"
"0056VG-E"|"PRESENTATION_NAME"|"Tim Pynchon"
"0056X4-E"|"PRESENTATION_NAME"|"Joe Robles"
"0056YS-E"|"PRESENTATION_NAME"|"Mike Grubbs"
"00570P-E"|"PRESENTATION_NAME"|"Ted Jaeckel"
"00575Y-E"|"PRESENTATION_NAME"|"Pat Meidell"
"0057B9-E"|"PRESENTATION_NAME"|"Tony Boor"
"0057J5-E"|"PRESENTATION_NAME"|"Chris Terry"
"0057L3-E"|"PRESENTATION_NAME"|"Zee Hakimoglu"
"0057PD-E"|"PRESENTATION_NAME"|"Racky Laverty"
"0057YJ-E"|"PRESENTATION_NAME"|"Ed Ogonek"
"00585H-E"|"PRESENTATION_NAME"|"Tom Henning"
"0058DG-E"|"PRESENTATION_NAME"|"Sam Allen"
"0058K6-E"|"PRESENTATION_NAME"|"Andy Wolff"
"0058PF-E"|"PRESENTATION_NAME"|"Matt Espe"
"0058VD-E"|"PRESENTATION_NAME"|"Chris Masto"
"0058WS-E"|"PRESENTATION_NAME"|"Bill Wheeler"
"005B27-E"|"PRESENTATION_NAME"|"J.V. Shields"
"005B7B-E"|"PRESENTATION_NAME"|"Bob Atwell"
"005B8R-E"|"PRESENTATION_NAME"|"Steve Filipov"
"005BHC-E"|"PRESENTATION_NAME"|"Andy Mathieson"
"005BKB-E"|"PRESENTATION_NAME"|"Andy Jhawar"
"005BKZ-E"|"PRESENTATION_NAME"|"Jeff Miller"
"005BL5-E"|"PRESENTATION_NAME"|"Mike Nelson"
"005C7Q-E"|"PRESENTATION_NAME"|"Bill Easter"
"005C8X-E"|"PRESENTATION_NAME"|"Sue Collyns"
"005CG2-E"|"PRESENTATION_NAME"|"Joe Payne"
"005CZT-E"|"PRESENTATION_NAME"|"Stan McNaughton"
"005DB0-E"|"PRESENTATION_NAME"|"Bob Gwin"
"005DHH-E"|"PRESENTATION_NAME"|"Jeff Childs"
"005DJF-E"|"PRESENTATION_NAME"|"Chris Kubasik"
"005FKQ-E"|"PRESENTATION_NAME"|"Chris Covington"
"005FZS-E"|"PRESENTATION_NAME"|"Chris Pacitti"
"005G7N-E"|"PRESENTATION_NAME"|"Steve Burns"
"005G7X-E"|"PRESENTATION_NAME"|"Tom Cullen"
"005G8J-E"|"PRESENTATION_NAME"|"Ed Greenberg"
"005GJ9-E"|"PRESENTATION_NAME"|"Jeff Dailey"
"005GSF-E"|"PRESENTATION_NAME"|"Tom Gerke"
"005GVS-E"|"PRESENTATION_NAME"|"Bob Clements"
"005H6N-E"|"PRESENTATION_NAME"|"Buck Burnaman"
"005HN7-E"|"PRESENTATION_NAME"|"Phil Johnston"
"005HP7-E"|"PRESENTATION_NAME"|"James Morton"
"005J2J-E"|"PRESENTATION_NAME"|"Marty Hernandez"
"005J46-E"|"PRESENTATION_NAME"|"Bob Bramson"
"005JHV-E"|"PRESENTATION_NAME"|"Don Birak"
"005JHW-E"|"PRESENTATION_NAME"|"Kevin Birzer"
"005JJX-E"|"PRESENTATION_NAME"|"Greg Hughes"
"005JKH-E"|"PRESENTATION_NAME"|"Ken Malvey"
"005JMM-E"|"PRESENTATION_NAME"|"Ken Kermes"
"005JNN-E"|"PRESENTATION_NAME"|"Ned Burke"
"005JQ5-E"|"PRESENTATION_NAME"|"Larry Schwartz"
"005KKQ-E"|"PRESENTATION_NAME"|"Tony Caxide"
"005KRR-E"|"PRESENTATION_NAME"|"Gene Castagna"
"005KSV-E"|"PRESENTATION_NAME"|"Mel Martinez"
"005KTQ-E"|"PRESENTATION_NAME"|"Chuck Rubin"
"005L3V-E"|"PRESENTATION_NAME"|"Ron Fetzer"
"005L5L-E"|"PRESENTATION_NAME"|"Ted Virtue"
"005LQB-E"|"PRESENTATION_NAME"|"Lon McCain"
"005LV9-E"|"PRESENTATION_NAME"|"Jack Clancy"
"005LWM-E"|"PRESENTATION_NAME"|"Tony Milici"
"005M9T-E"|"PRESENTATION_NAME"|"Tom Kennedy"
"005MB2-E"|"PRESENTATION_NAME"|"Gerry Tuskey"
"005MBF-E"|"PRESENTATION_NAME"|"Michael Collins"
"005NTR-E"|"PRESENTATION_NAME"|"Gerry Proehl"
"005NXD-E"|"PRESENTATION_NAME"|"Ted Truscott"
"005P7Q-E"|"PRESENTATION_NAME"|"Mike Irizarry"
"005PDQ-E"|"PRESENTATION_NAME"|"Ken Froot"
"005PW1-E"|"PRESENTATION_NAME"|"Jeff Phlegar"
